img,type,has_cancer,height,width,mode,ndim
4251_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4862_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4913_rotate90.jpg,pituitary,1,512.0,512.0,L,2
823.jpg,glioma,1,512.0,512.0,L,2
2859_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2170_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1742_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3318.jpg,pituitary,1,512.0,512.0,L,2
1823_rotate270.jpg,meningioma,1,512.0,512.0,L,2
988_rotate180.jpg,glioma,1,512.0,512.0,L,2
899.jpg,glioma,1,512.0,512.0,L,2
847_rotate90.jpg,glioma,1,512.0,512.0,L,2
4968_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2405_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3220_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4650.jpg,pituitary,1,512.0,512.0,L,2
2306_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4897.jpg,pituitary,1,512.0,512.0,L,2
165_rotate270.jpg,glioma,1,512.0,512.0,L,2
2102_rotate180.jpg,meningioma,1,512.0,512.0,L,2
554.jpg,glioma,1,512.0,512.0,L,2
4252_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4219_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4621_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3469_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2762_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2905_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3871_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3951_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3665_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2022_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4025_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1611_rotate270.jpg,glioma,1,512.0,512.0,L,2
1547.jpg,glioma,1,512.0,512.0,L,2
1627.jpg,meningioma,1,512.0,512.0,L,2
1432_rotate90.jpg,glioma,1,512.0,512.0,L,2
3547_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3500_rotate270.jpg,pituitary,1,512.0,512.0,L,2
691_rotate270.jpg,glioma,1,512.0,512.0,L,2
3953_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4081_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1717_rotate270.jpg,meningioma,1,512.0,512.0,L,2
104_rotate180.jpg,glioma,1,512.0,512.0,L,2
3994_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3848_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2260_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4728.jpg,pituitary,1,512.0,512.0,L,2
4005_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4983_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3498_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3446_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4991_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2264_rotate180.jpg,meningioma,1,512.0,512.0,L,2
241_rotate90.jpg,glioma,1,512.0,512.0,L,2
2854_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1177_rotate90.jpg,glioma,1,512.0,512.0,L,2
1617.jpg,glioma,1,512.0,512.0,L,2
64_rotate270.jpg,glioma,1,512.0,512.0,L,2
2174_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4437_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4149_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4550.jpg,pituitary,1,512.0,512.0,L,2
3548.jpg,pituitary,1,512.0,512.0,L,2
3592_rotate90.jpg,pituitary,1,512.0,512.0,L,2
17.jpg,glioma,1,512.0,512.0,L,2
3883_rotate270.jpg,pituitary,1,512.0,512.0,L,2
204_rotate180.jpg,glioma,1,512.0,512.0,L,2
4478_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4783_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4388_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1880_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1518_rotate180.jpg,glioma,1,512.0,512.0,L,2
487_rotate270.jpg,glioma,1,512.0,512.0,L,2
2121_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4382_rotate90.jpg,pituitary,1,512.0,512.0,L,2
957.jpg,glioma,1,512.0,512.0,L,2
380_rotate270.jpg,glioma,1,512.0,512.0,L,2
64_rotate180.jpg,glioma,1,512.0,512.0,L,2
927_rotate180.jpg,glioma,1,512.0,512.0,L,2
2383.jpg,meningioma,1,512.0,512.0,L,2
988_rotate270.jpg,glioma,1,512.0,512.0,L,2
1769_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4409.jpg,pituitary,1,512.0,512.0,L,2
3962_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3763_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3325_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2435_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1434_rotate270.jpg,glioma,1,512.0,512.0,L,2
4718_rotate90.jpg,pituitary,1,512.0,512.0,L,2
372_rotate180.jpg,glioma,1,512.0,512.0,L,2
2873_rotate180.jpg,meningioma,1,512.0,512.0,L,2
25_rotate180.jpg,glioma,1,512.0,512.0,L,2
53_rotate180.jpg,glioma,1,512.0,512.0,L,2
3054_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1884.jpg,meningioma,1,512.0,512.0,L,2
3877_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1527_rotate180.jpg,glioma,1,512.0,512.0,L,2
4420.jpg,pituitary,1,512.0,512.0,L,2
2843_rotate90.jpg,meningioma,1,512.0,512.0,L,2
868_rotate90.jpg,glioma,1,512.0,512.0,L,2
1738.jpg,meningioma,1,512.0,512.0,L,2
1774_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2498_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3250_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3046.jpg,meningioma,1,512.0,512.0,L,2
540_rotate180.jpg,glioma,1,512.0,512.0,L,2
2672_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2709_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2358_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1089_rotate180.jpg,glioma,1,512.0,512.0,L,2
3061_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3463_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3752_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2942_rotate180.jpg,meningioma,1,512.0,512.0,L,2
581.jpg,glioma,1,512.0,512.0,L,2
2250_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3399_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2077_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2090_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4760_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4121_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2736_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2994_rotate90.jpg,meningioma,1,512.0,512.0,L,2
368.jpg,glioma,1,512.0,512.0,L,2
2030.jpg,meningioma,1,512.0,512.0,L,2
3421_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3632_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1345_rotate180.jpg,glioma,1,512.0,512.0,L,2
3701_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1651_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1613_rotate270.jpg,glioma,1,512.0,512.0,L,2
2449_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3545_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4785.jpg,pituitary,1,512.0,512.0,L,2
2329.jpg,meningioma,1,512.0,512.0,L,2
5014.jpg,pituitary,1,512.0,512.0,L,2
1928_rotate90.jpg,meningioma,1,512.0,512.0,L,2
879_rotate270.jpg,glioma,1,512.0,512.0,L,2
3425_rotate270.jpg,pituitary,1,512.0,512.0,L,2
661_rotate270.jpg,glioma,1,512.0,512.0,L,2
5_rotate270.jpg,glioma,1,512.0,512.0,L,2
395_rotate180.jpg,glioma,1,512.0,512.0,L,2
2653.jpg,meningioma,1,512.0,512.0,L,2
681.jpg,glioma,1,512.0,512.0,L,2
3039.jpg,meningioma,1,512.0,512.0,L,2
2845_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2836.jpg,meningioma,1,512.0,512.0,L,2
2450_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3525_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1863_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1368_rotate180.jpg,glioma,1,512.0,512.0,L,2
1797_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4780_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3029_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1039.jpg,glioma,1,512.0,512.0,L,2
4322_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3357.jpg,pituitary,1,512.0,512.0,L,2
3639_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4031_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3190.jpg,meningioma,1,512.0,512.0,L,2
4071_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1845_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2509.jpg,meningioma,1,512.0,512.0,L,2
666.jpg,glioma,1,512.0,512.0,L,2
3934_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1160_rotate180.jpg,glioma,1,512.0,512.0,L,2
5022.jpg,pituitary,1,512.0,512.0,L,2
2980_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1590_rotate270.jpg,glioma,1,512.0,512.0,L,2
4070_rotate270.jpg,pituitary,1,512.0,512.0,L,2
247_rotate90.jpg,glioma,1,512.0,512.0,L,2
26_rotate270.jpg,glioma,1,512.0,512.0,L,2
4888_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1282_rotate270.jpg,glioma,1,512.0,512.0,L,2
4068_rotate180.jpg,pituitary,1,512.0,512.0,L,2
346_rotate270.jpg,glioma,1,512.0,512.0,L,2
3403.jpg,pituitary,1,512.0,512.0,L,2
3695_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4175_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3854_rotate90.jpg,pituitary,1,512.0,512.0,L,2
203.jpg,glioma,1,512.0,512.0,L,2
4277_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3425_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3355_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1099_rotate90.jpg,glioma,1,512.0,512.0,L,2
919_rotate90.jpg,glioma,1,512.0,512.0,L,2
4544_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3580_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2897_rotate90.jpg,meningioma,1,512.0,512.0,L,2
364.jpg,glioma,1,512.0,512.0,L,2
5015_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1148_rotate90.jpg,glioma,1,512.0,512.0,L,2
561_rotate90.jpg,glioma,1,512.0,512.0,L,2
251_rotate90.jpg,glioma,1,512.0,512.0,L,2
1531_rotate270.jpg,glioma,1,512.0,512.0,L,2
542_rotate90.jpg,glioma,1,512.0,512.0,L,2
3628_rotate270.jpg,pituitary,1,512.0,512.0,L,2
83_rotate270.jpg,glioma,1,512.0,512.0,L,2
4498_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4037_rotate270.jpg,pituitary,1,512.0,512.0,L,2
356_rotate270.jpg,glioma,1,512.0,512.0,L,2
2363_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3802_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4530_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4604_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4095_rotate90.jpg,pituitary,1,512.0,512.0,L,2
912_rotate270.jpg,glioma,1,512.0,512.0,L,2
3441_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4323_rotate270.jpg,pituitary,1,512.0,512.0,L,2
317_rotate90.jpg,glioma,1,512.0,512.0,L,2
34_rotate180.jpg,glioma,1,512.0,512.0,L,2
3537_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1667.jpg,meningioma,1,512.0,512.0,L,2
651_rotate180.jpg,glioma,1,512.0,512.0,L,2
3450.jpg,pituitary,1,512.0,512.0,L,2
4022_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1624_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2948_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2384_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3728.jpg,pituitary,1,512.0,512.0,L,2
4528_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2266_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1969_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2465_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3505_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1004.jpg,glioma,1,512.0,512.0,L,2
1277_rotate90.jpg,glioma,1,512.0,512.0,L,2
2271_rotate180.jpg,meningioma,1,512.0,512.0,L,2
575_rotate90.jpg,glioma,1,512.0,512.0,L,2
3084_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3356.jpg,pituitary,1,512.0,512.0,L,2
3671_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1502_rotate90.jpg,glioma,1,512.0,512.0,L,2
4344_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3578_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2817_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2517.jpg,meningioma,1,512.0,512.0,L,2
861_rotate90.jpg,glioma,1,512.0,512.0,L,2
1819_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4690_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1048.jpg,glioma,1,512.0,512.0,L,2
4723_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1804.jpg,meningioma,1,512.0,512.0,L,2
4453_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3101_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2780_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2342.jpg,meningioma,1,512.0,512.0,L,2
307.jpg,glioma,1,512.0,512.0,L,2
4389_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1431_rotate180.jpg,glioma,1,512.0,512.0,L,2
1201_rotate180.jpg,glioma,1,512.0,512.0,L,2
3787_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1757_rotate90.jpg,meningioma,1,512.0,512.0,L,2
471_rotate270.jpg,glioma,1,512.0,512.0,L,2
3012_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3587_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3940_rotate270.jpg,pituitary,1,512.0,512.0,L,2
5007.jpg,pituitary,1,512.0,512.0,L,2
942_rotate270.jpg,glioma,1,512.0,512.0,L,2
2129_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2972_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3280_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1615.jpg,glioma,1,512.0,512.0,L,2
885.jpg,glioma,1,512.0,512.0,L,2
2202_rotate270.jpg,meningioma,1,512.0,512.0,L,2
3504_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2228_rotate270.jpg,meningioma,1,512.0,512.0,L,2
268.jpg,glioma,1,512.0,512.0,L,2
2384_rotate90.jpg,meningioma,1,512.0,512.0,L,2
519.jpg,glioma,1,512.0,512.0,L,2
4054_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4359_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2920_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2858_rotate90.jpg,meningioma,1,512.0,512.0,L,2
164.jpg,glioma,1,512.0,512.0,L,2
2766.jpg,meningioma,1,512.0,512.0,L,2
1783.jpg,meningioma,1,512.0,512.0,L,2
2732.jpg,meningioma,1,512.0,512.0,L,2
2912_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1267.jpg,glioma,1,512.0,512.0,L,2
207.jpg,glioma,1,512.0,512.0,L,2
2791_rotate90.jpg,meningioma,1,512.0,512.0,L,2
374_rotate180.jpg,glioma,1,512.0,512.0,L,2
3333.jpg,pituitary,1,512.0,512.0,L,2
535_rotate90.jpg,glioma,1,512.0,512.0,L,2
3048_rotate90.jpg,meningioma,1,512.0,512.0,L,2
993_rotate270.jpg,glioma,1,512.0,512.0,L,2
683.jpg,glioma,1,512.0,512.0,L,2
938_rotate180.jpg,glioma,1,512.0,512.0,L,2
2167_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2149_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1086_rotate180.jpg,glioma,1,512.0,512.0,L,2
4847.jpg,pituitary,1,512.0,512.0,L,2
2158.jpg,meningioma,1,512.0,512.0,L,2
1381_rotate90.jpg,glioma,1,512.0,512.0,L,2
1385_rotate90.jpg,glioma,1,512.0,512.0,L,2
2319_rotate180.jpg,meningioma,1,512.0,512.0,L,2
833_rotate270.jpg,glioma,1,512.0,512.0,L,2
2189_rotate270.jpg,meningioma,1,512.0,512.0,L,2
556_rotate270.jpg,glioma,1,512.0,512.0,L,2
3023_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2829_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1193_rotate90.jpg,glioma,1,512.0,512.0,L,2
2355_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3860_rotate90.jpg,pituitary,1,512.0,512.0,L,2
436_rotate180.jpg,glioma,1,512.0,512.0,L,2
2192_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3249_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3450_rotate270.jpg,pituitary,1,512.0,512.0,L,2
876_rotate270.jpg,glioma,1,512.0,512.0,L,2
139_rotate180.jpg,glioma,1,512.0,512.0,L,2
130_rotate180.jpg,glioma,1,512.0,512.0,L,2
4424.jpg,pituitary,1,512.0,512.0,L,2
302_rotate180.jpg,glioma,1,512.0,512.0,L,2
4308_rotate270.jpg,pituitary,1,512.0,512.0,L,2
3486_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1719.jpg,meningioma,1,512.0,512.0,L,2
4969_rotate90.jpg,pituitary,1,512.0,512.0,L,2
876_rotate90.jpg,glioma,1,512.0,512.0,L,2
626.jpg,glioma,1,512.0,512.0,L,2
707_rotate270.jpg,glioma,1,512.0,512.0,L,2
1088.jpg,glioma,1,512.0,512.0,L,2
4947_rotate180.jpg,pituitary,1,512.0,512.0,L,2
265_rotate180.jpg,glioma,1,512.0,512.0,L,2
3412.jpg,pituitary,1,512.0,512.0,L,2
4978_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3167_rotate90.jpg,meningioma,1,512.0,512.0,L,2
50_rotate180.jpg,glioma,1,512.0,512.0,L,2
1594.jpg,glioma,1,512.0,512.0,L,2
3684_rotate90.jpg,pituitary,1,512.0,512.0,L,2
253_rotate270.jpg,glioma,1,512.0,512.0,L,2
3991_rotate270.jpg,pituitary,1,512.0,512.0,L,2
1111.jpg,glioma,1,512.0,512.0,L,2
1245_rotate180.jpg,glioma,1,512.0,512.0,L,2
4195.jpg,pituitary,1,512.0,512.0,L,2
1865_rotate270.jpg,meningioma,1,512.0,512.0,L,2
983_rotate270.jpg,glioma,1,512.0,512.0,L,2
4354_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4080_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2715.jpg,meningioma,1,512.0,512.0,L,2
4271_rotate270.jpg,pituitary,1,512.0,512.0,L,2
919_rotate180.jpg,glioma,1,512.0,512.0,L,2
518_rotate90.jpg,glioma,1,512.0,512.0,L,2
2615_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3593_rotate180.jpg,pituitary,1,512.0,512.0,L,2
483.jpg,glioma,1,512.0,512.0,L,2
4680_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4761.jpg,pituitary,1,512.0,512.0,L,2
5008_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4113_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3488_rotate90.jpg,pituitary,1,512.0,512.0,L,2
325.jpg,glioma,1,512.0,512.0,L,2
604.jpg,glioma,1,512.0,512.0,L,2
4030_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2339.jpg,meningioma,1,512.0,512.0,L,2
1956_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4847_rotate90.jpg,pituitary,1,512.0,512.0,L,2
990_rotate90.jpg,glioma,1,512.0,512.0,L,2
2232_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3170_rotate270.jpg,meningioma,1,512.0,512.0,L,2
2683.jpg,meningioma,1,512.0,512.0,L,2
3856_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2268_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4051.jpg,pituitary,1,512.0,512.0,L,2
3951_rotate90.jpg,pituitary,1,512.0,512.0,L,2
635_rotate90.jpg,glioma,1,512.0,512.0,L,2
3562_rotate90.jpg,pituitary,1,512.0,512.0,L,2
886.jpg,glioma,1,512.0,512.0,L,2
38_rotate90.jpg,glioma,1,512.0,512.0,L,2
1474_rotate180.jpg,glioma,1,512.0,512.0,L,2
4110.jpg,pituitary,1,512.0,512.0,L,2
2295_rotate180.jpg,meningioma,1,512.0,512.0,L,2
880_rotate90.jpg,glioma,1,512.0,512.0,L,2
3734_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1519_rotate180.jpg,glioma,1,512.0,512.0,L,2
370.jpg,glioma,1,512.0,512.0,L,2
1352.jpg,glioma,1,512.0,512.0,L,2
1162_rotate270.jpg,glioma,1,512.0,512.0,L,2
366_rotate90.jpg,glioma,1,512.0,512.0,L,2
1808_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4804_rotate90.jpg,pituitary,1,512.0,512.0,L,2
467.jpg,glioma,1,512.0,512.0,L,2
207_rotate180.jpg,glioma,1,512.0,512.0,L,2
866_rotate270.jpg,glioma,1,512.0,512.0,L,2
3120_rotate90.jpg,meningioma,1,512.0,512.0,L,2
33_rotate270.jpg,glioma,1,512.0,512.0,L,2
2022_rotate270.jpg,meningioma,1,512.0,512.0,L,2
844.jpg,glioma,1,512.0,512.0,L,2
3282_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2813.jpg,meningioma,1,512.0,512.0,L,2
4992_rotate90.jpg,pituitary,1,512.0,512.0,L,2
4017_rotate90.jpg,pituitary,1,512.0,512.0,L,2
2741_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1953.jpg,meningioma,1,512.0,512.0,L,2
1448.jpg,glioma,1,512.0,512.0,L,2
2245.jpg,meningioma,1,512.0,512.0,L,2
125_rotate270.jpg,glioma,1,512.0,512.0,L,2
3652_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3601_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2788_rotate270.jpg,meningioma,1,512.0,512.0,L,2
319.jpg,glioma,1,512.0,512.0,L,2
4577_rotate180.jpg,pituitary,1,512.0,512.0,L,2
2598_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3502_rotate270.jpg,pituitary,1,512.0,512.0,L,2
2059.jpg,meningioma,1,512.0,512.0,L,2
354.jpg,glioma,1,512.0,512.0,L,2
3051_rotate270.jpg,meningioma,1,512.0,512.0,L,2
1821_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4268.jpg,pituitary,1,512.0,512.0,L,2
82_rotate180.jpg,glioma,1,512.0,512.0,L,2
858.jpg,glioma,1,512.0,512.0,L,2
2808_rotate90.jpg,meningioma,1,512.0,512.0,L,2
4676.jpg,pituitary,1,512.0,512.0,L,2
3205.jpg,meningioma,1,512.0,512.0,L,2
3447_rotate180.jpg,pituitary,1,512.0,512.0,L,2
4211_rotate180.jpg,pituitary,1,512.0,512.0,L,2
3770_rotate90.jpg,pituitary,1,512.0,512.0,L,2
433_rotate90.jpg,glioma,1,512.0,512.0,L,2
3988.jpg,pituitary,1,512.0,512.0,L,2
3970_rotate270.jpg,pituitary,1,512.0,512.0,L,2
4380.jpg,pituitary,1,512.0,512.0,L,2
2944_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1307_rotate270.jpg,glioma,1,512.0,512.0,L,2
2917_rotate270.jpg,meningioma,1,512.0,512.0,L,2
715_rotate270.jpg,glioma,1,512.0,512.0,L,2
2183.jpg,meningioma,1,512.0,512.0,L,2
3232_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4348.jpg,pituitary,1,512.0,512.0,L,2
3823.jpg,pituitary,1,512.0,512.0,L,2
2030_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3484_rotate270.jpg,pituitary,1,512.0,512.0,L,2
714_rotate270.jpg,glioma,1,512.0,512.0,L,2
3855_rotate180.jpg,pituitary,1,512.0,512.0,L,2
446_rotate270.jpg,glioma,1,512.0,512.0,L,2
2798_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2182_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2173_rotate180.jpg,meningioma,1,512.0,512.0,L,2
1810_rotate180.jpg,meningioma,1,512.0,512.0,L,2
100.jpg,glioma,1,512.0,512.0,L,2
863.jpg,glioma,1,512.0,512.0,L,2
2518.jpg,meningioma,1,512.0,512.0,L,2
4403_rotate270.jpg,pituitary,1,512.0,512.0,L,2
662_rotate90.jpg,glioma,1,512.0,512.0,L,2
1391_rotate90.jpg,glioma,1,512.0,512.0,L,2
1245_rotate270.jpg,glioma,1,512.0,512.0,L,2
2951_rotate90.jpg,meningioma,1,512.0,512.0,L,2
1250_rotate270.jpg,glioma,1,512.0,512.0,L,2
409_rotate180.jpg,glioma,1,512.0,512.0,L,2
4484_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3136_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4871_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1063_rotate270.jpg,glioma,1,512.0,512.0,L,2
4719_rotate180.jpg,pituitary,1,512.0,512.0,L,2
696_rotate270.jpg,glioma,1,512.0,512.0,L,2
4880_rotate90.jpg,pituitary,1,512.0,512.0,L,2
3285_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1820_rotate90.jpg,meningioma,1,512.0,512.0,L,2
2090_rotate90.jpg,meningioma,1,512.0,512.0,L,2
515_rotate180.jpg,glioma,1,512.0,512.0,L,2
1319_rotate270.jpg,glioma,1,512.0,512.0,L,2
4543.jpg,pituitary,1,512.0,512.0,L,2
3291_rotate90.jpg,pituitary,1,512.0,512.0,L,2
1995_rotate270.jpg,meningioma,1,512.0,512.0,L,2
4005.jpg,pituitary,1,512.0,512.0,L,2
2617_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3498.jpg,pituitary,1,512.0,512.0,L,2
1752_rotate90.jpg,meningioma,1,512.0,512.0,L,2
3904.jpg,pituitary,1,512.0,512.0,L,2
931_rotate270.jpg,glioma,1,512.0,512.0,L,2
771_rotate270.jpg,glioma,1,512.0,512.0,L,2
2849_rotate180.jpg,meningioma,1,512.0,512.0,L,2
2149_rotate180.jpg,meningioma,1,512.0,512.0,L,2
3718_rotate180.jpg,pituitary,1,512.0,512.0,L,2
1919_rotate180.jpg,meningioma,1,512.0,512.0,L,2
4527_rotate90.jpg,pituitary,1,512.0,512.0,L,2
449_rotate180.jpg,glioma,1,512.0,512.0,L,2
1882.jpg,meningioma,1,512.0,512.0,L,2
